Id,Title,Genres,Popularity,Release Date,Original Language,Vote Average,Vote Count,Overview
265169,Kis Uykusu,['Drama'],6.932,2014-06-13,tr,7.662,476,"Aydin, a retired actor, owns a small hotel in central Anatolia with his young wife Nihal and his sister Necla, who is coping with her recent divorce. During the winter, snow covers the ground and boredom brings the return of old memories, pushing Aydin to fleeâ€¦"
25364,Ace in the Hole,['Drama'],11.242,1951-06-29,en,7.904,570,An arrogant reporter exploits a story about a man trapped in a cave to revitalize his career.
336203,Masaan,['Drama'],5.806,2015-07-24,hi,6.9,146,"Four lives intersect along the Ganges: a low caste boy in hopeless love, a daughter ridden with guilt of a sexual encounter ending in a tragedy, a hapless father with fading morality, and a spirited child yearning for a family, long to escape the moral constructs of a small-town."
3777,Kumonosu-jÃ´,"['Drama', 'History']",9.958,1957-01-15,ja,8.0,701,"Returning to their lord's castle, samurai warriors Washizu and Miki are waylaid by a spirit who predicts their futures. When the first part of the spirit's prophecy comes true, Washizu's scheming wife, Asaji, presses him to speed up the rest of the spirit's prophecy by murdering his lord and usurping his place. Director Akira Kurosawa's resetting of William Shakespeare's ""Macbeth"" in feudal Japan is one of his most acclaimed films."
631,Sunrise: A Song of Two Humans,"['Drama', 'Romance']",9.261,1927-11-04,en,7.87,695,"A married farmer falls under the spell of a slatternly woman from the city, who tries to convince him to drown his wife."
12761,HÃ¶stsonaten,['Drama'],9.559,1978-10-08,sv,8.0,491,"After a seven-year absence, Charlotte Andergast travels to Sweden to reunite with her daughter Eva. The pair have a troubled relationship: Charlotte sacrificed the responsibilities of motherhood for a career as a classical pianist. Over an emotional night, the pair reopen the wounds of the past. Charlotte gets another shock when she finds out that her mentally impaired daughter, Helena, is out of the asylum and living with Eva."
777,La Grande Illusion,"['Drama', 'History', 'War']",7.012,1937-06-04,fr,7.852,585,"A group of French soldiers, including the patrician Captain de Boeldieu and the working-class Lieutenant MarÃ©chal, grapple with their own class differences after being captured and held in a World War I German prison camp. When the men are transferred to a high-security fortress, they must concoct a plan to escape beneath the watchful eye of aristocratic German officer von Rauffenstein, who has formed an unexpected bond with de Boeldieu."
19426,Le notti di Cabiria,['Drama'],9.76,1957-10-03,it,8.0,657,"Rome, 1957. A woman, Cabiria, is robbed and left to drown by her boyfriend, Giorgio. Rescued, she resumes her life and tries her best to find happiness in a cynical world. Even when she thinks her struggles are over and she has found happiness and contentment, things may not be what they seem."
14163,Chak De! India,['Drama'],10.766,2007-08-10,hi,7.214,278,"A team of rag-tag girls with their own agenda form Team India competing for international fame in field hockey. Their coach, the ex-men's Indian National team captain, returns from a life of shame after being unjustly accused of match fixing in his last match. Can he give the girls the motivation required to win, while dealing with the shadows of his own past?"
11656,JungfrukÃ¤llan,['Drama'],9.57,1960-02-08,sv,7.8,520,"Devout Christians TÃ¶re and MÃ¤reta send their only daughter, the virginal Karin, and their foster daughter, the unrepentant Ingeri, to deliver candles to a distant church. On their way through the woods, the girls encounter a group of savage goat herders who brutally rape and murder Karin as Ingeri remains hidden. When the killers unwittingly seek refuge in the farmhouse of TÃ¶re and MÃ¤reta, TÃ¶re plots a fitting revenge."
238628,Mandariinid,"['Drama', 'War']",8.077,2013-10-16,et,7.681,441,"War in Abkhazia, 1992. An Estonian man Ivo has stayed behind to harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo is forced to take him in."
594673,The Tashkent Files,"['Drama', 'Mystery', 'Thriller']",2.839,2019-04-12,hi,7.6,39,"The Tashkent Files is a thriller that revolves around the mysterious death of India's 2nd Prime Minister Shri Lal Bahadur Shastri and attempts to uncover if he had actually died a natural death, or, as alleged, was assassinated."
4497,Viridiana,['Drama'],9.351,1961-05-17,es,7.671,450,"Viridiana is preparing to start her life as a nun when she is sent, somewhat unwillingly, to visit her aging uncle, Don Jaime. He supports her; but the two have met only once. Jaime thinks Viridiana resembles his dead wife. Viridiana has secretly despised this man all her life and finds her worst fears proven when Jaime grows determined to seduce his pure niece. Viridiana becomes undone as her uncle upends the plans she had made to join the convent."
540313,Udaan,"['Action', 'Drama', 'Crime', 'Thriller']",1.658,1997-10-03,hi,7.0,2,"A wealthy industrialist who refuses to doctor his product is killed by his corrupt business partners (the great trio of Danny Denzongpa, Dilip Tahil, and Prem Chopra), and his share of the company goes to his daughter Versha (Rekha). When she begins to figure out the truth, the nefarious partners conspire to have her locked in a mental institute--but that's not enough to stop our heroine, who makes some new, insane friends and returns with revenge on her mind."
812225,Black,"['Animation', 'Fantasy', 'Action', 'Adventure']",375.828,2023-06-16,ja,8.377,156,"As a lionhearted boy who canâ€™t wield magic strives for the title of Wizard King, four banished Wizard Kings of yore return to crush the Clover Kingdom."
733740,Dara iz Jasenovca,"['Drama', 'History', 'War']",3.726,2020-11-25,sr,7.5,70,"During the Nazi-occupied Ustasha regime ""NDH"" in former Yugoslavia during WWII, little girl Dara is sent to the concentration camp complex Jasenovac in Croatia also known as ""Balkan's Auschwitz""."
26237,Anand,['Drama'],6.387,1971-03-12,hi,7.1,110,Dr. Bhaskar Bannerjee struggles with his patients' suffering and the darkness and poverty he confronts daily. He treats cancer patient Anand who upon learning of his impending death determines to use the time he has left to the absolute fullest.
380,Rain Man,['Drama'],22.828,1988-12-11,en,7.759,5689,"When car dealer Charlie Babbitt learns that his estranged father has died, he returns home to Cincinnati, where he discovers that he has a savant older brother named Raymond and that his father's $3 million fortune is being left to the mental institution in which Raymond lives. Motivated by his father's money, Charlie checks Raymond out of the facility in order to return with him to Los Angeles. The brothers' cross-country trip ends up changing both their lives."
44214,Black Swan,"['Drama', 'Thriller', 'Horror']",32.818,2010-12-03,en,7.668,13344,A journey through the psyche of a young ballerina whose starring role as the duplicitous swan queen turns out to be a part for which she becomes frighteningly perfect.
141,Donnie Darko,"['Fantasy', 'Drama', 'Mystery']",31.706,2001-10-24,en,7.783,11327,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes."
152601,Her,"['Romance', 'Science Fiction', 'Drama']",28.07,2013-12-18,en,7.862,13202,"In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all."
334,Magnolia,['Drama'],17.106,1999-12-10,en,7.73,3156,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley."
9475,Scent of a Woman,['Drama'],18.537,1992-12-23,en,7.763,2931,"Charlie Simms is a student at a private preparatory school who comes from a poor family. To earn the money for his flight home to Gresham, Oregon for Christmas, Charlie takes a job over Thanksgiving looking after retired U.S. Army officer Lieutenant Colonel Frank Slade, a cantankerous middle-aged man who lives with his niece and her family."
820,JFK,"['Drama', 'Thriller', 'History']",16.148,1991-12-20,en,7.61,1818,Follows the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison.
288,High Noon,"['Western', 'Drama']",14.106,1952-06-09,en,7.7,1245,"Will Kane, the sheriff of a small town in New Mexico, learns a notorious outlaw he put in jail has been freed, and will be arriving on the noon train. Knowing the outlaw and his gang are coming to kill him, Kane is determined to stand his ground, so he attempts to gather a posse from among the local townspeople."
805,Rosemary's Baby,"['Drama', 'Horror', 'Thriller']",17.633,1968-06-12,en,7.822,3459,"A young couple, Rosemary and Guy, moves into an infamous New York apartment building, known by frightening legends and mysterious events, with the purpose of starting a family."
14811,Fiddler on the Roof,"['Drama', 'Romance']",16.417,1971-11-03,en,7.7,481,"In a small Jewish community in a pre-Revolutionary Russian village, a poor milkman, determined to find good husbands for his five daughters, consults the traditional matchmaker â€“ and also has words with God."
10242,What Ever Happened to Baby Jane?,"['Drama', 'Horror', 'Thriller']",10.965,1962-10-12,en,7.933,919,A former child star torments her paraplegic sister in their decaying Hollywood mansion.
12498,Sling Blade,['Drama'],13.1,1996-08-30,en,7.549,678,"Karl Childers, a mentally disabled man, has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, he is deemed fit to be released into the outside world."
37419,Mommy(I),['Drama'],1.286,2006-03-17,tr,6.8,29,"In an apartment building where neighbors, friends, and family are living in close quarters, three male protagonists encounter three phases of manhood in Turkish society. Directors Reha Erdem's light touch and slyly amusing style do not miss the opportunity to illuminate some serious points in a strictly patriarchal society."
25188,The Last Picture Show,['Drama'],11.677,1971-10-03,en,7.658,570,"High school seniors and best friends, Sonny and Duane, live in a dying Texas town. The handsome Duane is dating a local beauty, while Sonny is having an affair with the coach's wife. As graduation nears and both boys contemplate their futures, Duane eyes the army and Sonny takes over a local business. Each struggles to figure out if he can escape this dead-end town and build a better life somewhere else."
2103,Solaris,"['Drama', 'Science Fiction', 'Mystery']",10.39,2002-11-27,en,5.903,1153,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.
301,Rio Bravo,['Western'],35.804,1959-03-17,en,7.863,980,"The sheriff of a small town in southwest Texas must keep custody of a murderer whose brother, a powerful rancher, is trying to help him escape. After a friend is killed trying to muster support for him, he and his deputies must find a way to hold out against the rancher's hired guns until the marshal arrives. In the meantime, matters are complicated by the presence of a young gunslinger - and a mysterious beauty who just came in on the last stagecoach."
12104,Pink Floyd: The Wall,"['Music', 'Drama']",11.262,1982-07-14,en,7.989,1328,A troubled rock star descends into madness in the midst of his physical and social isolation from everyone.
10376,La leggenda del pianista sull'oceano,"['Drama', 'Music', 'Romance']",14.792,1998-10-28,it,8.275,2050,"The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 (Tim Roth) learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship."
144,Der Himmel Ã¼ber Berlin,"['Drama', 'Fantasy', 'Romance']",13.788,1987-05-17,de,7.8,1105,"Two angels, Damiel and Cassiel, glide through the streets of Berlin, observing the bustling population, providing invisible rays of hope to the distressed but never interacting with them. When Damiel falls in love with lonely trapeze artist Marion, the angel longs to experience life in the physical world, and finds -- with some words of wisdom from actor Peter Falk -- that it might be possible for him to take human form."
396,Who's Afraid of Virginia Woolf?,['Drama'],10.204,1966-06-22,en,7.785,711,"A history professor and his wife entertain a young couple who are new to the university's faculty. As the drinks flow, secrets come to light, and the middle-aged couple unload onto their guests the full force of the bitterness, dysfunction, and animosity that defines their marriage."
93,Anatomy of a Murder,"['Crime', 'Drama', 'Mystery']",11.495,1959-07-01,en,7.847,825,"Semi-retired Michigan lawyer Paul Biegler takes the case of Army Lt. Manion, who murdered a local innkeeper after his wife claimed that he raped her. Over the course of an extensive trial, Biegler parries with District Attorney Lodwick and out-of-town prosecutor Claude Dancer to set his client free, but his case rests on the victim's mysterious business partner, who's hiding a dark secret."
990,The Hustler,"['Drama', 'Romance']",11.077,1961-09-25,en,7.727,835,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.
1040,Il gattopardo,['Drama'],11.998,1963-03-28,it,7.689,688,"As Garibaldi's troops begin the unification of Italy in the 1860s, an aristocratic Sicilian family grudgingly adapts to the sweeping social changes undermining their way of life. Proud but pragmatic Prince Don Fabrizio Salina allows his war hero nephew, Tancredi, to marry Angelica, the beautiful daughter of gauche, bourgeois Don Calogero, in order to maintain the family's accustomed level of comfort and political clout."
976,Sweet Smell of Success,['Drama'],8.617,1957-07-04,en,7.7,395,"New York City newspaper writer J.J. Hunsecker holds considerable sway over public opinion with his Broadway column, but one thing that he can't control is his younger sister, Susan, who is in a relationship with aspiring jazz guitarist Steve Dallas. Hunsecker strongly disapproves of the romance and recruits publicist Sidney Falco to find a way to split the couple, no matter how ruthless the method."
791079,Dare mo shiranai,['Documentary'],0.627,2004-12-23,ja,0.0,0,"The making of the movie ""Nobody Knows"" by award-winning director Hirokazu Kore-eda."
10238,Viskningar och rop,['Drama'],9.052,1972-12-21,sv,8.0,599,"As Agnes slowly dies of cancer, her sisters are so deeply immersed in their own psychic pains that they can't offer her the support she needs. Maria is wracked with guilt at her husband's attempted suicide, caused by his discovery of her extramarital affair. The self-loathing, suicidal Karin seems to regard her sister with revulsion. Only Anna, the deeply religious maid who lost her young child, seems able to offer Agnes solace and empathy."
851,Brief Encounter,"['Drama', 'Romance']",11.567,1945-11-24,en,7.8,516,"Returning home from a shopping trip to a nearby town, bored suburban housewife Laura Jesson is thrown by happenstance into an acquaintance with virtuous doctor Alec Harvey. Their casual friendship soon develops during their weekly visits into something more emotionally fulfilling than either expected, and they must wrestle with the potential havoc their deepening relationship would have on their lives and the lives of those they love."
541724,Nostalgia,"['Drama', 'Crime']",8.409,2022-09-13,it,7.061,139,"Felice returns to his native Rione SanitÃ  in Naples to look after his dying mother, having lived abroad for the last forty years. Here he discovers that his old friend Oreste has become a notorious crimeboss."
19404,Dilwale Dulhania Le Jayenge,"['Comedy', 'Drama', 'Romance']",27.14,1995-10-20,hi,8.571,4162,"Raj is a rich, carefree, happy-go-lucky second generation NRI. Simran is the daughter of Chaudhary Baldev Singh, who in spite of being an NRI is very strict about adherence to Indian values. Simran has left for India to be married to her childhood fiancÃ©. Raj leaves for India with a mission at his hands, to claim his lady love under the noses of her whole family. Thus begins a saga."
16804,Okuribito,['Drama'],12.777,2008-09-13,ja,7.849,711,"Daigo, a cellist, is laid off from his orchestra and moves with his wife back to his small hometown where the living is cheaper. Thinking heâ€™s applying for a job at a travel agency he finds heâ€™s being interviewed for work with departures of a more permanent nature â€“ as an undertakerâ€™s assistant."
405,La strada,['Drama'],12.335,1954-09-23,it,7.946,922,"When Gelsomina, a naÃ¯ve young woman, is purchased from her impoverished mother by brutish circus strongman ZampanÃ² to be his wife and partner, she loyally endures her husband's coldness and abuse as they travel the Italian countryside performing together. Soon ZampanÃ² must deal with his jealousy and conflicted feelings about Gelsomina when she finds a kindred spirit in Il Matto, the carefree circus fool, and contemplates leaving ZampanÃ²."
728118,"Quo vadis, Aida?","['War', 'Drama', 'History']",9.001,2021-02-26,sr,7.597,295,"Bosnia, July 1995. Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp. As an insider to the negotiations Aida has access to crucial information that she needs to interpret. What is at the horizon for her family and people â€“ rescue or death? Which move should she take?"
418472,Ahlat Agaci,['Drama'],7.189,2018-08-08,tr,7.544,218,"Fresh out of university, a Turkish young man with literary aspirations returns to his home village, and to his father, a debt-ridden man with a gambling problem."
1786,Au revoir les enfants,"['Drama', 'War']",9.514,1987-10-07,fr,7.512,569,"Au revoir les enfants tells a heartbreaking story of friendship and devastating loss concerning two boys living in Nazi-occupied France. At a provincial Catholic boarding school, the precocious youths enjoy true camaraderieâ€”until a secret is revealed. Based on events from writer-director Malleâ€™s own childhood, the film is a subtle, precisely observed tale of courage, cowardice, and tragic awakening."
31442,Ivanovo detstvo,"['Drama', 'War']",11.24,1962-05-09,ru,7.896,608,"In WW2, twelve year old Soviet orphan Ivan Bondarev works for the Soviet army as a scout behind the German lines and strikes a friendship with three sympathetic Soviet officers."
113,Bom yeoreum gaeul gyeoul geurigo bom,['Drama'],10.446,2003-09-19,ko,7.8,932,"An isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by."
16285,The Blue Elephant,"['Animation', 'Family', 'Adventure']",5.059,2006-05-18,th,6.8,15,"A young elephant goes on an extraordinary adventure and learns important lessons along the way about friendship, love and courage."
29264,El Ã¡ngel exterminador,"['Comedy', 'Drama', 'Fantasy']",7.336,1962-05-16,es,7.983,572,"After a lavish dinner party, the guests find themselves mysteriously unable to leave the room."
666,Central do Brasil,['Drama'],8.979,1998-11-20,pt,8.142,762,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew."
307,Roma cittÃ  aperta,"['Drama', 'History', 'War']",8.593,1945-10-08,it,8.019,763,"During the Nazi occupation of Rome in 1944, the leader of the Resistance is chased by the Nazis as he seeks refuge and a way to escape."
29455,NattvardsgÃ¤sterna,['Drama'],8.88,1963-02-11,sv,7.882,377,"A Swedish pastor fails a loving woman, a suicidal fisherman and God."
597,Titanic,"['Drama', 'Romance']",305.264,1997-11-18,en,7.894,23206,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancÃ©. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its deathâ€”on its first and last voyageâ€”on April 15, 1912."
854656,Arrival(II),['Documentary'],0.6,2012-06-05,en,0.0,0,The Queen's Diamond Jubilee: Thanksgiving Service - HRH Queen Elizabeth II's Arrival
185789,Mulholland Dr.,"['Thriller', 'TV Movie', 'Drama', 'Mystery']",7.152,1999-01-01,en,7.9,421,"Initially, ""Mulholland Dr."" was to mark David Lynch's return to television. It is a retooling of a script originally shot as a 94-minute pilot for a TV series (co-written with TV screenwriter Joyce Eliason) for the channel ABC, which had approved the script, but chose not even to air the pilot once it was done in 1999, despite Lynch's labours to cut the project to their liking. It was left in limbo until 18 month later French company Studio Canal Plus (also producer of 'The Straight Story') agreed to pay ABC $7 million for the pilot, and budget a few million more to turn the pilot into a two-hour, 27-minute movie. The cost of the film doubled to $14 million as sets had to be reconstructed and actors recalled."
4995,Boogie Nights,['Drama'],17.52,1997-10-07,en,7.635,2786,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality."
162,Edward Scissorhands,"['Fantasy', 'Drama', 'Romance']",42.538,1990-12-05,en,7.714,11859,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.
84892,The Perks of Being a Wallflower,['Drama'],28.109,2012-09-20,en,7.782,9705,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love."
492188,Marriage Story,['Drama'],21.666,2019-09-28,en,7.8,6366,"A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes."
483810,Wonder(I),"['Drama', 'Fantasy']",0.6,2017-10-27,es,5.1,8,"The existence of a lonely figure in Mexico City is slipped uncontrollably throughout bodies every so often, making his essence travel through bodies of men and women. Boredom and hopelessness of this being are faced by the love for Luisa and the need to be with her. He starts a struggle to communicate that love via different faces and bodies until he may be with her in spite of his condition."
891,All the President's Men,"['Drama', 'History', 'Mystery', 'Thriller']",13.967,1976-01-18,en,7.674,1574,"During the 1972 elections, two reporters' investigation sheds light on the controversial Watergate scandal that compels President Nixon to resign from his post."
1060910,Boyhood(I),['Documentary'],0.6,2022-12-13,en,0.0,0,Archive footage from 2006 - 2010 of a young girl growing up during the ages of four to eight. Only fragments of what is remembered exists. Words from a transgender man float to the surface as fleeting memories go on.
13363,The Man from Earth,"['Science Fiction', 'Drama']",14.071,2007-06-10,en,7.624,2095,"An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he never ages and has walked the earth for 14,000 years."
68,Brazil,"['Comedy', 'Science Fiction']",14.693,1985-02-20,en,7.678,2955,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies."
132344,Before Midnight,"['Romance', 'Drama']",9.769,2013-04-05,en,7.512,2090,"It has been nine years since we last met Jesse and Celine, the French-American couple who once met on a train in Vienna. Now, live in Paris with twin daughters, but have spent a summer in Greece on the invitation of an author colleague of Jesse's. When the vacation is over and Jesse must send his teenage son off to the States, he begins to question his life decisions, and his relationship with Celine is at risk."
12163,The Wrestler,"['Drama', 'Romance']",9.639,2008-09-07,en,7.5,3265,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback."
702,A Streetcar Named Desire,['Drama'],18.847,1951-09-18,en,7.661,1202,A fading southern belle tries to build a new life with her sister in New Orleans.
13310,LÃ¥t den rÃ¤tte komma in,"['Horror', 'Drama']",17.015,2008-10-24,sv,7.523,2618,"Set in 1982 in the suburb of Blackeberg, Stockholm, twelve-year-old Oskar is a lonely outsider, bullied at school by his classmates; at home, Oskar dreams of revenge against a trio of bullies. He befriends his twelve-year-old, next-door neighbor Eli, who only appears at night in the snow-covered playground outside their building."
10633,In the Heat of the Night,"['Crime', 'Drama', 'Mystery', 'Thriller']",16.971,1967-08-02,en,7.678,891,"African-American Philadelphia police detective Virgil Tibbs is arrested on suspicion of murder by Bill Gillespie, the racist police chief of tiny Sparta, Mississippi. After Tibbs proves not only his own innocence but that of another man, he joins forces with Gillespie to track down the real killer. Their investigation takes them through every social level of the town, with Tibbs making enemies as well as unlikely friends as he hunts for the truth."
907,Doctor Zhivago,"['Drama', 'Romance', 'War']",20.539,1965-12-22,en,7.54,996,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution."
982,The Manchurian Candidate,"['Thriller', 'Drama', 'Mystery']",13.858,1962-10-01,en,7.6,591,"Near the end of the Korean War, a platoon of U.S. soldiers is captured by communists and brainwashed. Following the war, the platoon is returned home, and Sergeant Raymond Shaw is lauded as a hero by the rest of his platoon. However, the platoon commander, Captain Bennett Marco, finds himself plagued by strange nightmares and soon races to uncover a terrible plot."
108,Trois couleurs: Bleu,['Drama'],15.859,1993-08-01,fr,7.688,1453,"Julie is haunted by her grief after living through a tragic auto wreck that claimed the life of her composer husband and young daughter. Her initial reaction is to withdraw from her relationships, lock herself in her apartment and suppress her pain. But avoiding human interactions on the bustling streets of Paris proves impossible, and she eventually meets up with Olivier, an old friend who harbors a secret love for her, and who could draw her back to reality."
169813,Short Term 12,['Drama'],9.011,2013-08-23,en,7.8,1164,"Grace, a compassionate young supervisor at a foster care facility, helps at-risk teens. But when a new charge dredges up memories of her own troubled past, Grace's tough exterior begins eroding."
37181,Darbareye Elly,['Drama'],9.52,2009-06-06,fa,7.435,428,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.
261,Cat on a Hot Tin Roof,['Drama'],9.986,1958-08-29,en,7.675,654,"An alcoholic ex-football player drinks his days away, having failed to come to terms with his sexuality and his real feelings for his football buddy who died after an ambiguous accident. His wife is crucified by her desperation to make him desire her: but he resists the affections of his wife. His reunion with his fatherâ€”who is dying of cancerâ€”jogs a host of memories and revelations for both father and son."
363,Gegen die Wand,"['Drama', 'Romance']",9.691,2004-03-11,de,7.5,483,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love."
8416,Il conformista,['Drama'],10.346,1971-01-29,it,7.7,564,"A weak-willed Italian man becomes a fascist flunky who goes abroad to arrange the assassination of his old teacher, now a political dissident."
86837,Amour,"['Drama', 'Romance']",9.659,2012-09-20,fr,7.763,1452,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested."
64,Hable con ella,"['Drama', 'Romance']",11.18,2002-03-15,es,7.595,1133,Two men share an odd friendship while they care for two women who are both in deep comas.
631583,Sacrifice,['Horror'],5.407,2021-02-09,en,4.6,34,Isaac and his pregnant wife visit a remote Norwegian village to claim an unexpected inheritance. The couple finds themselves caught in a nightmare when they encounter a sinister cult that worships a sea-dwelling deity.
17057,In a Lonely Place,"['Drama', 'Mystery', 'Romance', 'Thriller', 'Crime']",8.68,1950-05-17,en,7.575,478,An aspiring actress begins to suspect that her temperamental and mentally impaired boyfriend is a murderer.
1939,Laura,"['Drama', 'Mystery']",11.082,1944-10-11,en,7.7,685,A police detective falls in love with the woman whose murder he's investigating.
237791,Hoje Eu Quero Voltar Sozinho,"['Drama', 'Romance']",10.103,2014-03-28,pt,7.962,884,"Leonardo is a blind teenager dealing with an overprotective mother while trying to live a more independent life. To the disappointment of his best friend, Giovana, he plans to go on an exchange program abroad. When Gabriel, a new student in town, arrives at their classroom, new feelings blossom in Leonardo making him question his plans."
11953,Kagemusha,"['Action', 'Drama', 'History', 'War']",13.163,1980-04-26,ja,7.8,557,"Akira Kurosawa's lauded feudal epic presents the tale of a petty thief who is recruited to impersonate Shingen, an aging warlord, in order to avoid attacks by competing clans. When Shingen dies, his generals reluctantly agree to have the impostor take over as the powerful ruler. He soon begins to appreciate life as Shingen, but his commitment to the role is tested when he must lead his troops into battle against the forces of a rival warlord."
491625,Gully Boy,"['Drama', 'Music']",7.598,2019-02-14,hi,7.434,152,A coming-of-age story based on the lives of street rappers in Mumbai.
28580,The Lost Weekend,['Drama'],18.917,1945-11-29,en,7.7,501,"Don Birnam, a long-time alcoholic, has been sober for ten days and appears to be over the worst... but his craving has just become more insidious. Evading a country weekend planned by his brother and girlfriend, he begins a four-day bender that just might be his last - one way or another."
2009,"4 luni, 3 saptamÃ¢ni si 2 zile",['Drama'],9.68,2007-08-24,ro,7.543,634,Two college roommates have 24 hours to make the ultimate choice as they finalize arrangements for a black market abortion.
643,Bronenosets Potemkin,"['Drama', 'History']",13.575,1925-12-24,ru,7.638,1014,"A dramatized account of a great Russian naval mutiny and a resultant public demonstration, showing support, which brought on a police massacre. The film had an incredible impact on the development of cinema and is a masterful example of montage editing."
5544,Hiroshima mon amour,"['Drama', 'History', 'Romance']",8.108,1959-06-10,fr,7.797,687,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city."
